|bankid|bankname|bankaddress|bankphone|bankdesc|bankurl|searchurl|dtype
212|65293|Reproductive Medicine Associates (CT)|10 Glover Avenue Norwalk, CT 06850 USA|203-750-7400|Also known as RMA-CT.They have expanded from original office (Norwalk, CT), now have several offices |http://www.rmact.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65293&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
213|65449|Reproductive Medicine Associates of Michigan|130 Town Center Drive, Suite 106 Troy, Michigan 48084 Troy, MI 48084 USA|||http://http://www.rmami.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65449&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
214|84|Reproductive Medicine Associates of NJ|111 Madison Ave., Suite 100 Morristown, NJ 07962 USA|973-971-4600|||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=84&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
215|65046|Reproductive Medicine Fertility Clinic (RMFC)|265 Parkside Drive#200 Colorado Springs, CO 80910 USA|7194752229| |http://www.rmfcfertility.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65046&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
216|65469|Reproductive Medicine Institute|2425 West 22nd Street Oakbrook, IL 60523 USA|(630) 954-0054||http://http://www.reproductivemedicineinstitute.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65469&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
217|457|Reproductive Partners (Long Bch.)|Long Beach, CA USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=457&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
218|65403|Reproductive Partners Fertility Center - San Diego|9850 Genesee Ave #800 La Jolla, CA 92037 USA|858-552-9188||http://http://www.fertilityclinicsandiego.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65403&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
219|700|Reproductive Partners Medical (Redondo)|510 N Prospect Ave # 202 Redondo Beach, CA 90277 USA|(310) 318-3010|Dr. Meldrum, David|http://www.2reproduce.com/meet.php|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=700&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
220|631|Reproductive Resource Center of Greater Kans. City|OVERLAND PARK, KS USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=631&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
221|65496|Reproductive Science Center of the Bay Area|101 Park Pl. Suite 200 (they had moved from 2012 when we first used them, but still in San Ramon) San Ramon, CA 94583 USA|(925) 867-1800||http://rscbayarea.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65496&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
222|65299|Reproductive Science Center, Wayne PA|Wayne, PA 19087 USA||Dr. Sobel and Dr. Munabi-The Center has changed names since then.|http://Center no longer exists|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65299&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
223|261|Reproductive Science Ctr of SF Bay Area|100 Park Place Suite 200 San Ramon, CA 94583 USA|(925) 867-1800|Used to be the clinic of drs. Jacobsen and Galen in the 1980s. Has since grown to 4 locations.|http://www.rscbayarea.com/index.html|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=261&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
224|65218|Reprofit International|Hlinky 122/48 Brno, 603 00 CZE|00420 774 117 766||http://http://www.reprofit.cz/en|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65218&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
225|686|Repromed Adelaide/Darwin (Australia)|AUS|+61 8 8333 8111|Two branches: Repromed Adelaide, 180 Fullarton Road, Dulwich, South Australia 5065,  Ph: 08-8333 8111, and Repromed Darwin, Rocklands Drive, Tiwi, Northern Territory 0810,Ph: 08-8945 4211.|http://www.repromed.com.au/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=686&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
226|40|Repromed, Ltd. (Canada)|56 Aberfoyle Crescent, Suite 300 Toronto, ON M8X 2W4 CAN|1-877-317-6079|Toronto & Mississauga, some of these donor numbers are shared with Cryogenic Laboratories, Inc. (CLI). Repromed began in 1990. Sharing of CLI donor numbers began as early as 1993.|http://www.repromedltd.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=40&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
227|865|Rinehart Center for Reproductive Medicine (RMI)|2500 Ridge Avenue Suite 200 Evansville, IL 60201 USA|(847) 869-7777|Name changed to Reproductive Medicine Institute. Offices in Downers Grove and Winfield too.|http://www.reproductivemedicineinstitute.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=865&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
228|687|RMA of New York (Reproductive Medicine Associates)|635 Madison Ave, 10th floor New York, NY 10022 USA|(212) 756-5777|In 2001, shared embryology lab with RMA New Jersey  in Morristown, NJ.other facilities:15 North Broadway, Garden Level - Suite G White Plains, New York 10601Reproductive Medicine Associates of New York, Long Island400 Garden City Plaza, Suite 107 Garden City, NY 11530 Reproductive Medicine Associates International Mexico, S.C.Prolongacion Paseo de la Reforma 1232, Oficina 1213Colonia Lomas de BezaresDelegacion Miguel HidalgoMexico, Distrito Federal 11910|http://www.rmany.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=687&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
229|65159|RMA of Philadelphia|320 Middletown Boulevard, Suite 303 Langhorne, PA 19047 USA|||http://http://rmaphiladelphia.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65159&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
230|41|Rochester Regional Cryobank|University of Rochester Medical Center Dept. of Ob/Gyn Box 668 Rochester, NY 14642 USA|716-275-3084|Strong Memorial Hospital  ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=41&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
231|620|Rocky Mountain Ctr For Reproductive Medicine, CO|1080 E. Elizabeth St Fort Collins, CO 80526 USA|970-493-6353|Dr. Kevin Bachus|http://www.drbachus.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=620&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
232|65148|Rotunda, Centre for Human Reproduction|36 Turner Road, 101, 1st floor, Bandra Mumbai Mumbai, IND||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65148&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
233|177|S.T.A.R.T.   in downtown Toronto|Toronto, ON CAN||Later changed to LifeQuest Centre for Reproductive Medicine ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=177&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
234|481|San Diego Fertility Center|11515 El Camino Real, Suite 100 San Diego, CA 92103 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=481&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
235|214|San Francisco Center for Reproductive Medicine|San Francisco, CA n/a USA|n/a|Sperm doners from medical studentsDr. Robert Nachtigallmerged with UCSF? ||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=214&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
236|277|Scripps Fertility Clinic|10666 N Torrey Pines Rd La Jolla, CA 92037 USA|619-554-8680||http://www.scrippsclinic.com/specialties/fertility_treatments.cfm|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=277&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
237|65234|Seattle Reproductive Medicine|1505 Westlake Ave North, Suite 400 Seattle, WA 98109 USA|2063015000||http://http://seattlefertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65234&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
238|662|Shady Grove Fertility|15001 Shady Grove Road Rockville, MD 20850 USA|301-340-1188||http://www.shadygrovefertility.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=662&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
239|65147|Sher Fertility Inst.- St. Louis Fertility Clinic|555 N New Ballas Rd #150 Creve Coeur, MO 63141 USA|(314) 983-9000||http://haveababy.com/fertility-clinics/st-louis-fertility-clinic/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65147&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
240|491|South Florida Institute for Reproductive Medicine|7300 SW 62 Place Miami, FL 33143 USA|305-662-7901||http://ivfmd@ivfmd.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=491&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
241|127|Southeastern Fertility Center (SC)|Mount Pleasant, SC USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=127&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
242|337|Southern California Reproductive Center|450 N. Roxbury Beverly Hills, CA 90210 USA|310 277 2393|Dr. Danzer||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=337&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
243|101|Southwest Fertility Ctr./Desert Cryobank (AZ)|3125 N. 32nd Street Suite 200 (2nd Street and Indian School), Phoenix, AZ 85018 USA|(602) 956-7481|Desert Cryobank , also has a location in Mesa, AZAlso another address: 4301 N. 32st. Phoenix, Arizona|http://www.southwestfertilitycenter.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=101&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
244|668|St. Barnabas Medical Center|Livingston, NJ 07039 USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=668&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
245|46|Strong Memorial  (See Rochester Regional)|NY USA||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=46&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
246|419|Summa Health System|95 Arch St. Suite 250 Akron, OH 44309 USA|3303757722|Reproductive Gynecology/ Dr. Richard MoretuzzoAlso known as Reproductive Gynecology Inc. & Reproductive Gynecology Laboratories|http://www.summahealth.org/common/templates/contentindex.asp?ID=756&tab=library|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=419&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
247|65194|Surrogacy Centre India (SCI)|A-28, Ground Floor Kailash Colony Near Kailash Colony Metro Station New Delhi 110048 India New Delhi , 110048 IND|+91-11-45792535/2/1||http://http://surrogacycentreindia.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65194&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
248|119|Surrogacy, Embryo and Egg Donor Services (SEEDS)|P.O. Box 670, Spring Hill Village, Route 590 Hamlin, PA 18427 USA|800-733-1673|This is not a clinic, nor a doctor's office nor a sperm bank. it is an agency that provides matching services for seekers of surrogates, donated embryos and egg donors...|http://www.seedscenter.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=119&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
249|151|Surrogate Parenting Center of Texas, Inc.|7001 Preston Road, Suite 215 Dallas, TX 75205 USA|214-742-6222||http://www.spct.org|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=151&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
250|44|Swedish Hospital (Seattle)|1229 Madison St., Suite 1220 Seattle, WA 98104 USA|206-682-2200|Also Seattle Fertility and Gynecology Clinic. See also Pacific Gynecology Specialists postings, they are all related to Swedish Hospital. Swedish Hospital updated their name to: Swedish Medical Center.The place where the sperm was sold was called Reproductive Technologies Program thru Swedish Medical Center. In August of 2005, this place's website stated that Swedish Medical Center was being turned over to Pacific Northwest Fertility, and the sperm donor program was being phased out. (Dr. Lee Hickok and Dr. Shaun Williams departed Pacific Gynecology Specialists in 2005 and opened up Pacific Northwest Fertility Clinic).||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=44&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
251|636|Swedish Memorial Hospital-Dr. Schoolcraft|Englewood, CO USA||Dr. William Schoolcraft's practice||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=636&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
252|65512|Texas Children's Hospital Family Fertility Center|6651 Main Street, Houston, TX HOUSTON, TX 77030 USA|(832) 826-7500|Dr. William Gibbons|http://http://women.texaschildrens.org/program/family-fertility-center|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65512&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
253|65397|Texas Health Presbyterian Hospital Plano|6130 West Parker Road Suite 215 Plano, TX 75093-8185 USA|1-866-483-8392|Dr. Alfred Joseph Rodriguez, M.D.|http://texasivf.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65397&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
254|1149|The Center for Egg Options Illinois|3100 Dundee Road Suite 101 Northbrook, IL 60062 USA|(847) 656-8733||http://www.egg411.com/|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1149&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
255|65503|The Center for Reproductive Health (WA)|508 W 6th #500 Spokane, WA 99204 USA||Dr. Edwin Robins|http://fertilitydoctor.net|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65503&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
256|65125|The Egg Donor Program|4184 Colfax Avenue Studio City , CA 91604 USA|(818) 506-9300|also The Surrogacy Program|http://http://www.eggdonation.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65125&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
257|1232|The Lister|The Lister Hospital Chelsea Bridge Road London, SW1W 8RH GBR|00 44 (0) 207730 773||http://www.thelisterhospital.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1232&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
258|65351|The Muasher Center for Fertility and IVF|Prosperity Medical Center 8501 Arlington Blvd., #500 Fairfax, VA 22031 USA|703-876-6311|This clinic in Virginia closed sometime after 2011 and Dr. Muasher moved to North Carolina and opened a new clinic|http://muashersj@mcfivf.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=65351&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
259|1275|The World Egg Bank|4202 N. 32nd Street, Suite L Phoenix, AZ 85018 USA|(877) 331-2427|Procedures are usually performed at the Bluegrass Fertility Clinic in Kentucky.|http://www.theworldeggbank.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1275&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
260|47|Toll Center for Reproductive Sciences|1245 Highland Avenue, Suite 404 Abington, PA 19001 USA|215-887-2010|Abinton Memorial Hospital||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=47&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
261|1226|Trianglen|Hellerup, 2900 DNK||||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1226&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
262|1125|Tulsa Fertility Center|115 E. 15th St. Tulsa, OK 74119 USA|1-888-944-1440||http://www.fertilitytulsa.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=1125&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
263|48|Tyler Medical Clinic|Los Angeles, CA USA|(310) 278 7590|In the early 40's, Dr. Edward T. Tyler founded the Tyler Clinic in Westwood, CA, where it remained until around 2003 (it closed due to fire.and relocated to:The Tyler Medical Clinic9301 Wilshire Blvd. - Suite # 208Beverly Hills, California 90210. The Westwood Cryobank is the name of its sperm and egg bank. |http://www.tylermedicalclinic.com|https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=48&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
264|50|University of Arizona Medical Center|Tucson, AZ USA||also University Medical Center (UMC)||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=50&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
265|470|University of California (San Francisco)|Parnansus Ave San Francisco, CA 94127 USA|415 353-3049|Dept Of Reproductive & Endocrine Services. (Procedures were done at the medical school in the 50\'s.)Center for Reproductive Health.||https://donorsiblingregistry.com/members/ListRegistry?keyword=&dtDonorYear=&dtDonorMonth=&dtDonorDay=&dpTypeID=2&dpIdentityNumber=&faID=470&usUserName_startswith=&usTypeID=&faCity_contains=&faStateID=&faCountryID=&dpDateCreated_isgreaterthan=&doSearch=Search+Registry&userBrowse=1&userSearch=1&|2
